;Jun17_TPC_0-0-1_HMW;Jun17_TPC_0-0-1_HMW (baseline corrected);
Wavelength [nm];Absorbance;absorbance;
650,420;0,1711902;0,01192825;
652,284;0,1703856;0,01196272;
654,148;0,169802;0,0122111;
656,011;0,1691027;0,01233664;
657,875;0,1682265;0,01227836;
659,739;0,1670577;0,01192054;
661,602;0,1662759;0,01194277;
663,466;0,1652959;0,01176012;
665,330;0,1632584;0,01051333;
667,193;0,1625076;0,01054657;
669,057;0,1633531;0,01216951;
670,921;0,1614288;0,01101621;
672,784;0,1600629;0,01041499;
674,648;0,1589123;0,01002267;
676,512;0,1579529;0,00981537;
678,375;0,1570773;0,009685581;
680,239;0,1562316;0,009579573;
682,103;0,1552065;0,009288197;
683,966;0,1544181;0,009227439;
685,830;0,1534345;0,008965576;
687,694;0,1526909;0,008937965;
689,557;0,1520445;0,009001654;
691,421;0,1515357;0,009197222;
693,285;0,150984;0,009344172;
695,149;0,1506012;0,009654419;
697,012;0,1500228;0,009763616;
698,876;0,1495182;0,009941025;
700,740;0,1489546;0,01005404;
702,603;0,1483959;0,0101666;
704,467;0,1475515;0,009988109;
706,331;0,1468049;0,009902101;
708,194;0,1459646;0,009717215;
710,058;0,1451797;0,009582626;
711,922;0,1441506;0,009198747;
713,785;0,1432311;0,008919381;
715,649;0,1422329;0,008556305;
717,513;0,1412641;0,008217722;
719,376;0,1402237;0,00780254;
721,240;0,1390501;0,007249405;
723,104;0,1375508;0,006365799;
724,967;0,1362384;0,005664342;
726,831;0,1349912;0,005023367;
728,695;0,1339706;0,004604364;
730,558;0,1329308;0,004161579;
732,422;0,1318688;0,003692029;
734,286;0,1308855;0,003296616;
736,149;0,1300023;0,00299695;
738,013;0,1291324;0,002706135;
739,877;0,1285724;0,002720747;
741,740;0,1280087;0,002727483;
743,604;0,1274398;0,002724583;
745,468;0,1269534;0,002800025;
747,331;0,1266462;0,003050534;
749,195;0,1263407;0,003298469;
751,059;0,126178;0,003685205;
752,922;0,1260586;0,004111067;
754,786;0,1260851;0,004678785;
756,650;0,1260375;0,005168534;
758,513;0,125965;0,005629269;
760,377;0,1256684;0,005862111;
762,241;0,1253621;0,006081363;
764,104;0,1250777;0,006318605;
765,968;0,1247036;0,006462376;
767,832;0,1243022;0,006575106;
769,695;0,1240252;0,006808518;
771,559;0,1237326;0,007022528;
773,423;0,1234136;0,007206605;
775,286;0,1229896;0,007282021;
777,150;0,1227178;0,007506013;
779,014;0,122422;0,007702493;
780,877;0,1221988;0,007968018;
782,741;0,1218548;0,008109259;
784,605;0,1215642;0,008300472;
786,468;0,1212407;0,008455303;
788,332;0,1211463;0,008835935;
790,196;0,1211157;0,00927692;
792,059;0,1212079;0,00983746;
793,923;0,1212685;0,01036311;
795,787;0,1213835;0,01093983;
797,650;0,1214324;0,01144723;
799,514;0,1215609;0,01203106;
801,378;0,1216748;0,0125971;
803,241;0,1218557;0,01322699;
805,105;0,1218931;0,01371023;
806,969;0,1218581;0,01411813;
808,832;0,1216496;0,01434932;
810,696;0,1213819;0,01451835;
812,560;0,1208527;0,01442287;
814,423;0,1201976;0,01419849;
816,287;0,1195039;0,01393256;
818,151;0,1188844;0,01373793;
820,014;0,1182282;0,01350375;
821,878;0,1176842;0,01337886;
823,742;0,117219;0,01332992;
825,605;0,116892;0,0134163;
827,469;0,1166623;0,0135973;
829,333;0,1166397;0,01398261;
831,196;0,1166079;0,01435599;
833,060;0,1166947;0,01484517;
834,924;0,1167732;0,01532344;
836,787;0,1168241;0,01577141;
838,651;0,1167662;0,01610797;
840,515;0,116692;0,01642555;
842,378;0,116578;0,01670076;
844,242;0,1165712;0,01708057;
846,106;0,116676;0,01756947;
847,969;0,1168767;0,01815181;
849,833;0,1171239;0,01877804;
851,697;0,1174702;0,01950085;
853,560;0,1178853;0,02029005;
855,424;0,1184189;0,02119538;
857,288;0,118956;0,02210167;
859,151;0,1195762;0,02308872;
861,015;0,1201786;0,02405554;
862,879;0,1207028;0,02494188;
864,742;0,1212016;0,02580042;
866,606;0,1217604;0,02671666;
868,470;0,122155;0,02746642;
870,333;0,1224867;0,02815095;
872,197;0,1229173;0,02893218;
874,061;0,1234986;0,02986192;
875,924;0,1242026;0,030912;
877,788;0,1250634;0,03211677;
879,652;0,125954;0,03334908;
881,515;0,1270647;0,03479937;
883,379;0,1283462;0,03641836;
885,243;0,1298212;0,03822865;
887,106;0,1313144;0,04005509;
888,970;0,1329717;0,0420435;
890,834;0,1345644;0,04396526;
892,697;0,1360012;0,04572901;
894,561;0,1371079;0,04716064;
896,425;0,1379402;0,04831584;
898,288;0,1384593;0,04915587;
900,152;0,1388598;0,04987527;
902,016;0,1389945;0,05032686;
903,879;0,1391504;0,05079776;
905,743;0,139502;0,05146242;
907,607;0,1399188;0,05219031;
909,470;0,1404343;0,05301502;
911,334;0,141278;0,05416608;
913,198;0,1423061;0,05549961;
915,061;0,1434759;0,05697294;
916,925;0,1448152;0,05861397;
918,789;0,1463497;0,06044836;
920,652;0,1478253;0,06222195;
922,516;0,1492635;0,06395645;
924,380;0,1506814;0,0656688;
926,243;0,1523235;0,06760357;
928,107;0,1540951;0,06966609;
929,971;0,1560105;0,07187066;
931,834;0,1580506;0,07419827;
933,698;0,1602849;0,07671828;
935,562;0,1626782;0,07939561;
937,425;0,1654324;0,08243214;
939,289;0,1683649;0,08564524;
941,153;0,1714849;0,08904423;
943,016;0,1746726;0,09250928;
944,880;0,1779457;0,09605805;
946,744;0,1811555;0,09954194;
948,607;0,1843697;0,1030286;
950,471;0,1875222;0,106452;
952,335;0,1909722;0,1101712;
954,198;0,1944425;0,1139092;
956,062;0,1978904;0,1176232;
957,926;0,2012813;0,1212787;
959,789;0,2047416;0,125002;
961,653;0,2080889;0,1286109;
963,517;0,2114246;0,1322065;
965,380;0,2147717;0,1358121;
967,244;0,2182885;0,1395859;
969,108;0,2216978;0,1432507;
970,972;0,2252721;0,147079;
972,835;0,2288292;0,1508887;
974,699;0,2324026;0,1547133;
976,563;0,2359121;0,1584725;
978,426;0,2394197;0,1622283;
980,290;0,2426681;0,1657236;
982,154;0,2459576;0,1692585;
984,017;0,2492261;0,172771;
985,881;0,2527256;0,1765132;
987,745;0,2563283;0,1803572;
989,608;0,2599924;0,1842613;
991,472;0,2635245;0,1880321;
993,336;0,2670067;0,1917514;
995,199;0,270238;0,1952187;
997,063;0,2734407;0,198656;
998,927;0,2764546;0,2019032;
1000,790;0,2797422;0,2054227;
1002,654;0,2832032;0,2091144;
1004,518;0,2867494;0,21289;
1006,381;0,2902038;0,2165726;
1008,245;0,2938259;0,2204216;
1010,109;0,2973844;0,2242057;
1011,972;0,3006389;0,2276845;
1013,836;0,3033222;0,2305909;
1015,700;0,3055893;0,23308;
1017,563;0,3071336;0,2348449;
1019,427;0,308223;0,2361538;
1021,291;0,3086496;0,2367987;
1023,154;0,308604;0,2369702;
1025,018;0,3079213;0,2365034;
1026,882;0,3069322;0,235729;
1028,745;0,3056018;0,2346122;
1030,609;0,3040589;0,2332817;
1032,473;0,3021207;0,2315548;
1034,336;0,2999573;0,2296014;
1036,200;0,2973613;0,2272144;
1038,064;0,294324;0,224385;
1039,927;0,2907824;0,2210502;
1041,791;0,2869265;0,2173998;
1043,655;0,2824246;0,2131025;
1045,518;0,2776507;0,208532;
1047,382;0,272623;0,2037067;
1049,246;0,2676757;0,1989607;
1051,109;0,2627545;0,1942397;
1052,973;0,2580299;0,1897143;
1054,837;0,2535325;0,185415;
1056,700;0,2495233;0,1816027;
1058,564;0,2457098;0,1779853;
1060,428;0,2422901;0,1747606;
1062,291;0,2391364;0,1718008;
1064,155;0,2364529;0,1693102;
1066,019;0,2338835;0,1669328;
1067,882;0,2315956;0,1648357;
1069,746;0,2293581;0,1627882;
1071,610;0,2270169;0,1606359;
1073,473;0,2242177;0,1580246;
1075,337;0,2208217;0,1548156;
1077,201;0,2167015;0,1508814;
1079,064;0,2121362;0,1465011;
1080,928;0,2072062;0,1417552;
1082,792;0,2021805;0,1369127;
1084,655;0,1970966;0,1320109;
1086,519;0,1922493;0,1273449;
1088,383;0,1876711;0,122947;
1090,246;0,183506;0,1189613;
1092,110;0,1796657;0,1152995;
1093,974;0,1761593;0,1119707;
1095,837;0,1727675;0,1087555;
1097,701;0,1694407;0,1056045;
1099,565;0,1662545;0,1025932;
1101,428;0,1633534;0,09986603;
1103,292;0,1604824;0,09716809;
1105,156;0,1577216;0,09457958;
1107,019;0,1550307;0,09206005;
1108,883;0,1524406;0,08964043;
1110,747;0,1499321;0,08730153;
1112,610;0,1475519;0,0850901;
1114,474;0,1453014;0,08300755;
1116,338;0,1432437;0,08111691;
1118,201;0,1411511;0,07919063;
1120,065;0,1391546;0,07735954;
1121,929;0,1371888;0,07555841;
1123,792;0,1351364;0,07366976;
1125,656;0,1329332;0,07162953;
1127,520;0,1306578;0,06951636;
1129,383;0,1282255;0,06724538;
1131,247;0,1258202;0,06500068;
1133,111;0,1235873;0,06292754;
1134,974;0,1217091;0,06120837;
1136,838;0,1202037;0,05986116;
1138,702;0,1190124;0,05882732;
1140,565;0,1181766;0,05814817;
1142,429;0,1176784;0,05780585;
1144,293;0,1172294;0,05751198;
1146,156;0,1166686;0,05710554;
1148,020;0,1159351;0,0565257;
1149,884;0,1149214;0,05566492;
1151,747;0,1135576;0,05445322;
1153,611;0,111935;0,05298207;
1155,475;0,1098358;0,05103349;
1157,338;0,1073295;0,04867712;
1159,202;0,1045833;0,04608017;
1161,066;0,101677;0,04332237;
1162,929;0,09859037;0,04038354;
1164,793;0,09556447;0,03750473;
1166,657;0,09269113;0,03477777;
1168,520;0,09007272;0,03230504;
1170,384;0,08771943;0,03009673;
1172,248;0,08561507;0,02813666;
1174,111;0,08369448;0,02635968;
1175,975;0,08199425;0,02480237;
1177,839;0,08044001;0,02339039;
1179,702;0,07905509;0,02214704;
1181,566;0,07784276;0,02107561;
1183,430;0,07672435;0,02009744;
1185,293;0,07578276;0,01929543;
1187,157;0,07519149;0,01884308;
1189,021;0,07494685;0,01873671;
1190,884;0,07500785;0,01893533;
1192,748;0,07537077;0,01943522;
1194,612;0,07603093;0,02023172;
1196,475;0,07688352;0,02122001;
1198,339;0,07788139;0,02235294;
1200,203;0,07892253;0,02352852;
1202,066;0,08000164;0,02474144;
1203,930;0,08098626;0,02585925;
1205,794;0,08189257;0,02689814;
1207,657;0,08283163;0,02796916;
1209,521;0,08374323;0,0290121;
1211,385;0,08461661;0,03001623;
1213,248;0,0854901;0,03101987;
1215,112;0,0863366;0,03199591;
1216,976;0,08722708;0,03301534;
1218,839;0,08811275;0,03402937;
1220,703;0,08898328;0,03502767;
1222,567;0,08989509;0,03606667;
1224,430;0,09085556;0,03715375;
1226,294;0,09176765;0,03819187;
1228,158;0,09268778;0,03923746;
1230,021;0,09360943;0,04028399;
1231,885;0,09452727;0,04132616;
1233,749;0,09540446;0,0423271;
1235,612;0,09626281;0,04330865;
1237,476;0,09695506;0,04412354;
1239,340;0,09754058;0,04483115;
1241,203;0,09803235;0,04544446;
1243,067;0,09844081;0,04597391;
1244,931;0,09869185;0,04634541;
1246,795;0,09874268;0,04651615;
1248,658;0,09862295;0,04651579;
1250,522;0,09839204;0,04640372;
1252,386;0,09801232;0,04614232;
1254,249;0,0974793;0,04572708;
1256,113;0,09677595;0,04514099;
1257,977;0,09592998;0,04441175;
1259,840;0,0950677;0,0436657;
1261,704;0,09414997;0,04286368;
1263,568;0,09312967;0,04195857;
1265,431;0,09222187;0,04116546;
1267,295;0,09136741;0,04042518;
1269,159;0,09053623;0,03970769;
1271,022;0,08984647;0,0391311;
1272,886;0,08922567;0,03862298;
1274,750;0,08865999;0,03816949;
1276,613;0,08815472;0,03777592;
1278,477;0,08767461;0,03740702;
1280,341;0,08728219;0,03712533;
1282,204;0,08693421;0,03688758;
1284,068;0,08664848;0,03671162;
1285,932;0,08648197;0,03665439;
1287,795;0,08646367;0,0367449;
1289,659;0,08643836;0,03682792;
1291,523;0,08645597;0,03695341;
1293,386;0,08650575;0,03711059;
1295,250;0,08662039;0,03733218;
1297,114;0,08680666;0,03762493;
1298,977;0,08700776;0,03793205;
1300,841;0,08720669;0,03823655;
1302,705;0,08744198;0,03857696;
1304,568;0,08765943;0,03889907;
1306,432;0,08783617;0,03918002;
1308,296;0,08796221;0,03940984;
1310,159;0,08806728;0,03961824;
1312,023;0,08816632;0,03982017;
1313,887;0,08826;0,0400163;
1315,750;0,08827378;0,0401321;
1317,614;0,08836864;0,04032854;
1319,478;0,08855921;0,04062027;
1321,341;0,08860629;0,04076807;
1323,205;0,08861317;0,04087525;
1325,069;0,08874273;0,04110469;
1326,932;0,08896138;0,04142279;
1328,796;0,08921215;0,04177261;
1330,660;0,08944043;0,04209951;
1332,523;0,08963849;0,04239578;
1334,387;0,08985511;0,0427102;
1336,251;0,09033831;0,04329079;
1338,114;0,09109098;0,04414044;
1339,978;0,09204307;0,04518911;
1341,842;0,09249596;0,04573818;
1343,705;0,09279634;0,04613434;
1345,569;0,093403;0,04683638;
1347,433;0,09416553;0,04769389;
1349,296;0,09490724;0,04853019;
1351,160;0,09555275;0,0492699;
1353,024;0,09629344;0,0501044;
1354,887;0,09713317;0,05103755;
1356,751;0,09776882;0,05176625;
1358,615;0,09826396;0,05235404;
1360,478;0,09907349;0,05325584;
1362,342;0,1006558;0,05493001;
1364,206;0,1015944;0,0559602;
1366,069;0,101572;0,05602895;
1367,933;0,101966;0,05651369;
1369,797;0,1022573;0,05689539;
1371,660;0,1021364;0,05686453;
1373,524;0,102615;0,05743281;
1375,388;0,1030107;0,05791779;
1377,251;0,1026114;0,05760741;
1379,115;0,1021091;0,05719376;
1380,979;0,1013574;0,05653026;
1382,842;0,1005456;0,05580637;
1384,706;0,09968617;0,05503441;
1386,570;0,09949622;0,05493162;
1388,433;0,09943518;0,05495739;
1390,297;0,09853858;0,05414725;
1392,161;0,09777963;0,05347442;
1394,024;0,09812834;0,05390889;
1395,888;0,09879971;0,05466569;
1397,752;0,09890572;0,05485678;
1399,615;0,0995284;0,05556421;
1401,479;0,0992422;0,05536241;
1403,343;0,0991285;0,05533279;
1405,206;0,09965638;0,05594441;
1407,070;0,0995382;0,05590963;
1408,934;0,09907938;0,05553388;
1410,797;0,09887894;0,05541618;
1412,661;0,09832424;0,0549439;
1414,525;0,09741982;0,05412157;
1416,388;0,0966247;0,05340821;
1418,252;0,09682435;0,05368932;
1420,116;0,09675226;0,05369835;
1421,979;0,09496273;0,05198963;
1423,843;0,09370121;0,05080859;
1425,707;0,09242051;0,04960807;
1427,570;0,09082469;0,04809211;
1429,434;0,08974232;0,04708928;
1431,298;0,08835353;0,04577973;
1433,161;0,08652909;0,04403422;
1435,025;0,08538545;0,0429692;
1436,889;0,08557188;0,04323394;
1438,752;0,08442573;0,0421658;
1440,616;0,08301089;0,04082867;
1442,480;0,08226703;0,04016222;
1444,343;0,08163821;0,03961051;
1446,207;0,08126036;0,03930947;
1448,071;0,08131343;0,03943906;
1449,934;0,0806891;0,03889094;
1451,798;0,0796706;0,03794837;
1453,662;0,07872452;0,03707792;
1455,525;0,07860393;0,03703267;
1457,389;0,07996779;0,03847159;
1459,253;0,07881961;0,03739818;
1461,116;0,07684645;0,0354995;
1462,980;0,07551944;0,03424668;
1464,844;0,07487835;0,03367951;
1466,707;0,07299014;0,03186493;
1468,571;0,07034691;0,02929505;
1470,435;0,06811154;0,02713276;
1472,298;0,06682768;0,02592169;
1474,162;0,06528931;0,02445584;
1476,026;0,06372379;0,02296257;
1477,889;0,06236709;0,02167784;
1479,753;0,06126976;0,02065221;
1481,617;0,06066524;0,02011912;
1483,480;0,05998195;0,01950699;
1485,344;0,05961449;0,01921043;
1487,208;0,06002553;0,01969209;
1489,071;0,0609379;0,02067482;
1490,935;0,06170036;0,02150738;
1492,799;0,06136276;0,02123962;
1494,662;0,06158621;0,02153264;
1496,526;0,06311373;0,02312948;
1498,390;0,0640574;0,02414221;
1500,253;0,06395805;0,02411166;
1502,117;0,0635996;0,02382174;
1503,981;0,063524;0,02381443;
1505,844;0,06598945;0,02634792;
1507,708;0,06928067;0,02970692;
1509,572;0,06863698;0,02913076;
1511,435;0,06834842;0,02890949;
1513,299;0,06840596;0,02903406;
1515,163;0,0682951;0,02898999;
1517,026;0,0684318;0,02919324;
1518,890;0,06747905;0,02830678;
1520,754;0,06746738;0,02836116;
1522,618;0,06763783;0,02859743;
1524,481;0,06678606;0,02781122;
1526,345;0,0668604;0,02795089;
1528,209;0,06683753;0,02799311;
1530,072;0,06647227;0,0276927;
1531,936;0,06677879;0,02806384;
1533,800;0,06815358;0,02950301;
1535,663;0,06762885;0,02904242;
1537,527;0,06712661;0,0286041;
1539,391;0,0695888;0,03112997;
1541,254;0,07193698;0,0335416;
1543,118;0,07157496;0,0332428;
1544,982;0,07143314;0,03316398;
1546,845;0,07092442;0,03271802;
1548,709;0,07070194;0,03255808;
1550,573;0,07104363;0,03296208;
1552,436;0,07064613;0,03262667;
1554,300;0,07081811;0,03286052;
1556,164;0,07084873;0,03295278;
1558,027;0,07344752;0,03561299;
1559,891;0,07740262;0,03962929;
1561,755;0,0753341;0,03762175;
1563,618;0,0742855;0,03663392;
1565,482;0,07483504;0,03724401;
1567,346;0,0753136;0,0377829;
1569,209;0,07698463;0,03951405;
1571,073;0,07788955;0,04047888;
1572,937;0,0773322;0,03998122;
1574,800;0,0786854;0,04139389;
1576,664;0,0818071;0,04457486;
1578,528;0,08207556;0,04490237;
1580,391;0,08204135;0,04492702;
1582,255;0,0829678;0,04591211;
1584,119;0,08388843;0,04689117;
1585,982;0,08483183;0,0478928;
1587,846;0,08576774;0,04888674;
1589,710;0,08682106;0,04999788;
1591,573;0,08768221;0,05091665;
1593,437;0,08851472;0,05180657;
1595,301;0,08928211;0,05263117;
1597,164;0,08975726;0,05316334;
1599,028;0,08988135;0,05334424;
1600,892;0,0899761;0,05349561;
1602,755;0,08998137;0,0535573;
1604,619;0,08985485;0,05348701;
1606,483;0,0895507;0,05323888;
1608,346;0,0894119;0,05315591;
1610,210;0,08896198;0,05276163;
1612,074;0,08836515;0,05222024;
1613,937;0,0877569;0,05166725;
1615,801;0,08850306;0,05246847;
1617,665;0,08960289;0,05362317;
1619,528;0,08869975;0,05277471;
1621,392;0,08821117;0,05234063;
1623,256;0,08918737;0,05337114;
1625,119;0,0893391;0,05357698;
1626,983;0,0889384;0,05323022;
1628,847;0,08873195;0,05307752;
1630,710;0,08774965;0,05214879;
1632,574;0,08662933;0,05108185;
1634,438;0,08683183;0,05133755;
1636,301;0,08809907;0,05265781;
1638,165;0,08670554;0,05131711;
1640,029;0,08487842;0,04954265;
1641,892;0,08351258;0,04822929;
1643,756;0,08219407;0,04696308;
1645,620;0,08169257;0,0465137;
1647,483;0,08147622;0,04634929;
1649,347;0,07956261;0,04448745;
1651,211;0,07805987;0,04303631;
1653,074;0,079931;0,04495885;
1654,938;0,07919572;0,04427482;
1656,802;0,07631113;0,04144131;
1658,665;0,07435459;0,03953567;
1660,529;0,0727556;0,03798741;
1662,393;0,071462;0,03674436;
1664,256;0,06982938;0,03516214;
1666,120;0,06769376;0,03307674;
1667,984;0,06615467;0,0315877;
1669,847;0,06513062;0,03061353;
1671,711;0,06352024;0,02905287;
1673,575;0,06179326;0,02737544;
1675,438;0,06065555;0,02628712;
1677,302;0,05869161;0,0243724;
1679,166;0,05675661;0,02248646;
1681,029;0,05525994;0,02103869;
1682,893;0,05416192;0,0199894;
1684,757;0,05375245;0,0196285;
1686,620;0,05202825;0,01795271;
1688,484;0,05052277;0,01649548;
1690,348;0,04926565;0,01528644;
1692,211;0,04780352;0,01387225;
1694,075;0,0464701;0,01258661;
1695,939;0,04590067;0,01206479;
1697,802;0,0447613;0,01097288;
1699,666;0,04431957;0,01057845;
1701,530;0,04412588;0,01043191;
1703,393;0,04304406;0,009397081;
1705,257;0,04290984;0,009309704;
1707,121;0,04262319;0,00906974;
1708,984;0,04207775;0,008570833;
1710,848;0,04170058;0,008240049;
1712,712;0,04155545;0,008141148;
1714,575;0,04180029;0,008432069;
1716,439;0,04250812;0,009185824;
1718,303;0,04330319;0,01002667;
1720,166;0,04319426;0,009963375;
1722,030;0,04315306;0,009967663;
1723,894;0,04345341;0,01031335;
1725,757;0,04327518;0,01018031;
1727,621;0,04290367;0,00985384;
1729,485;0,04264881;0,00964388;
1731,348;0,042337;0,009376814;
1733,212;0,04228783;0,009372258;
1735,076;0,04218095;0,00930984;
1736,939;0,0407643;0,007937517;
1738,803;0,03999341;0,007210799;
1740,667;0,03909375;0,006355177;
1742,530;0,03779748;0,0051028;
1744,394;0,03641461;0,003763695;
1746,258;0,03506977;0,002462466;
1748,121;0,0337023;0,001138472;
1749,985;0,0323553;-0,0001651952;
1751,849;0,0309278;-0,001549494;
1753,712;0,02955438;-0,002879854;
1755,576;0,0285192;-0,003872109;
1757,440;0,02779914;-0,004549375;
1759,303;0,02688676;-0,005419105;
1761,167;0,02646527;-0,005798078;
1763,031;0,02605308;-0,006167887;
1764,894;0,02549555;-0,006683174;
1766,758;0,02520916;-0,006927445;
1768,622;0,0251224;-0,006972227;
1770,485;0,02486523;-0,007187551;
1772,349;0,02501829;-0,006992773;
1774,213;0,02487844;-0,007091032;
1776,076;0,02474295;-0,007185069;
1777,940;0,024601;-0,007285703;
1779,804;0,02478997;-0,007055533;
1781,667;0,02490397;-0,006900465;
1783,531;0,02478928;-0,006974222;
1785,395;0,02461263;-0,007110068;
1787,258;0,02451106;-0,007170959;
